Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceReview,SentimentScore
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0,"Employee 775 is a 34-year-old Female working in the Research & Development department. They have 2 satisfaction with their work environment and 1 job satisfaction. They have 7 years of total working experience, 0 years of experience with the current company, and 0 years of experience in their current role. Their job level is 2 and their monthly income is $5121 with a performance rating of 3.5%.

Full Name

Full Year

Full Salaries

Full Company",0.6824184060096741
52,No,Travel_Rarely,621,Sales,3,4,Marketing,1,776,3,Male,31,2,4,Manager,1,Married,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16,"Employee 776 is a 52-year-old Male working in the Sales department. They have 3 satisfaction with their work environment and 1 job satisfaction. They have 34 years of total working experience, 34 years of experience with the current company, and 6 years of experience in their current role. Their job level is 4 and their monthly income is $16856 with a performance rating of 3.5. They are considered to have achieved their total work experience, performance, and experience rating. In their",0.9623501300811768
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780,4,Male,63,3,1,Research Scientist,4,Single,2686,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8,"Employee 780 is a 33-year-old Male working in the Research & Development department. They have 4 satisfaction with their work environment and 4 job satisfaction. They have 10 years of total working experience, 10 years of experience with the current company, and 9 years of experience in their current role. Their job level is 1 and their monthly income is $2686 with a performance rating of 3.5. They are also able to earn between $33 and $99 a month if they wish.",0.6827995777130127
25,No,Travel_Rarely,883,Sales,26,1,Medical,1,781,3,Female,32,3,2,Sales Executive,4,Single,6180,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4,"Employee 781 is a 25-year-old Female working in the Sales department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 6 years of total working experience, 6 years of experience with the current company, and 5 years of experience in their current role. Their job level is 2 and their monthly income is $6180 with a performance rating of 4.

Job description: Employee 781 has a B.A. from a higher education institution. She",0.6551733016967773
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,2,Male,46,1,2,Sales Representative,3,Single,6632,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1,"Employee 783 is a 45-year-old Male working in the Sales department. They have 2 satisfaction with their work environment and 3 job satisfaction. They have 9 years of total working experience, 8 years of experience with the current company, and 7 years of experience in their current role. Their job level is 2 and their monthly income is $6632 with a performance rating of 3.5%.

Employee

Employee 783 is a 36-year-old Student working",0.7913233041763306
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2,"Employee 784 is a 23-year-old Male working in the Research & Development department. They have 1 satisfaction with their work environment and 3 job satisfaction. They have 2 years of total working experience, 2 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $3505 with a performance rating of 3. They have 8,000 hours of training experience. They provide 3 courses for each job they hold",0.5529339909553528
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3,"Employee 785 is a 47-year-old Female working in the Sales department. They have 2 satisfaction with their work environment and 3 job satisfaction. They have 8 years of total working experience, 5 years of experience with the current company, and 4 years of experience in their current role. Their job level is 2 and their monthly income is $6397 with a performance rating of 3.7. You provide them in-depth, detailed, up-to-date information about them and how",0.9971975088119507
34,No,Travel_Rarely,304,Sales,2,3,Other,1,786,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4,"Employee 786 is a 34-year-old Male working in the Sales department. They have 4 satisfaction with their work environment and 4 job satisfaction. They have 6 years of total working experience, 6 years of experience with the current company, and 5 years of experience in their current role. Their job level is 2 and their monthly income is $6274 with a performance rating of 4.

Company Information

1. Employee

The name Employee is the first name the Company's",0.717025637626648
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,4,Male,78,3,5,Manager,1,Married,19859,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4,"Employee 787 is a 55-year-old Male working in the Research & Development department. They have 4 satisfaction with their work environment and 1 job satisfaction. They have 24 years of total working experience, 5 years of experience with the current company, and 2 years of experience in their current role. Their job level is 5 and their monthly income is $19859 with a performance rating of 3.4 in the NSE. Salary (1,000 US Dollars)",0.799176037311554
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9,"Employee 789 is a 36-year-old Male working in the Sales department. They have 1 satisfaction with their work environment and 1 job satisfaction. They have 10 years of total working experience, 10 years of experience with the current company, and 7 years of experience in their current role. Their job level is 3 and their monthly income is $7587 with a performance rating of 3.10.

Job Description

1. Provide an easy access to customer support. We will take",0.9910900592803955
52,No,Non-Travel,715,Research & Development,19,4,Medical,1,791,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2,"Employee 791 is a 52-year-old Male working in the Research & Development department. They have 4 satisfaction with their work environment and 4 job satisfaction. They have 5 years of total working experience, 4 years of experience with the current company, and 3 years of experience in their current role. Their job level is 1 and their monthly income is $4258 with a performance rating of 3.6. The current position is available for temporary (16-35) employees.

In",0.6458900570869446
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0,"Employee 792 is a 26-year-old Female working in the Research & Development department. They have 1 satisfaction with their work environment and 4 job satisfaction. They have 5 years of total working experience, 2 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $4364 with a performance rating of 3.5.

Job Type: Employment Position with 5 to 24-Hour Company

(",0.5664296746253967
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,1,793,2,Female,66,3,2,Healthcare Representative,3,Married,4335,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1,"Employee 793 is a 29-year-old Female working in the Research & Development department. They have 2 satisfaction with their work environment and 3 job satisfaction. They have 11 years of total working experience, 8 years of experience with the current company, and 7 years of experience in their current role. Their job level is 2 and their monthly income is $4335 with a performance rating of 3.2, based on their 7-10 year experience. The position includes full-time training for",0.6464980244636536
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,38,2,2,Sales Executive,1,Single,5326,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2,"Employee 796 is a 26-year-old Male working in the Sales department. They have 4 satisfaction with their work environment and 1 job satisfaction. They have 6 years of total working experience, 4 years of experience with the current company, and 3 years of experience in their current role. Their job level is 2 and their monthly income is $5326 with a performance rating of 3.

Our data can be analyzed further to show whether employees at different jobs and in different job categories are",0.9682534337043762
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,2,Female,72,4,1,Research Scientist,4,Single,3280,13551,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3,"Employee 797 is a 34-year-old Female working in the Research & Development department. They have 2 satisfaction with their work environment and 4 job satisfaction. They have 10 years of total working experience, 4 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $3280 with a performance rating of 3.67. These three experience levels mean they have had no experience as a worker in their current job",0.9835979342460632
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,22670,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4,"Employee 799 is a 54-year-old Female working in the Research & Development department. They have 4 satisfaction with their work environment and 1 job satisfaction. They have 9 years of total working experience, 5 years of experience with the current company, and 3 years of experience in their current role. Their job level is 2 and their monthly income is $5485 with a performance rating of 3.5 out of 10. Overall Job Performance 2 1 Employer 3 9 Employer 2 7 Employ",0.5080965757369995
27,No,Travel_Frequently,829,Sales,8,1,Marketing,1,800,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1,"Employee 800 is a 27-year-old Male working in the Sales department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 5 years of total working experience, 4 years of experience with the current company, and 2 years of experience in their current role. Their job level is 2 and their monthly income is $4342 with a performance rating of 3.00. They have 3 months' prior employee loan repayment to cover the 2 months. Their first payment will be",0.8849870562553406
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,"Employee 802 is a 37-year-old Female working in the Research & Development department. They have 4 satisfaction with their work environment and 1 job satisfaction. They have 6 years of total working experience, 5 years of experience with the current company, and 3 years of experience in their current role. Their job level is 1 and their monthly income is $2782 with a performance rating of 3.5 out of 5 based on the current annual income of 7.4% of what they spend.",0.826173722743988
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,803,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12,"Employee 803 is a 38-year-old Female working in the Research & Development department. They have 1 satisfaction with their work environment and 1 job satisfaction. They have 17 years of total working experience, 15 years of experience with the current company, and 7 years of experience in their current role. Their job level is 2 and their monthly income is $5980 with a performance rating of 3.2. If you have questions about their satisfaction level, you can contact me or contact me directly",0.6513121128082275
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3,"Employee 804 is a 34-year-old Female working in the Research & Development department. They have 3 satisfaction with their work environment and 1 job satisfaction. They have 6 years of total working experience, 6 years of experience with the current company, and 5 years of experience in their current role. Their job level is 1 and their monthly income is $4381 with a performance rating of 3.8 out of 5 stars.

Dress Code: F-

Job Type:",0.7066618800163269
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2,"Employee 805 is a 35-year-old Female working in the Sales department. They have 1 satisfaction with their work environment and 4 job satisfaction. They have 3 years of total working experience, 3 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $2572 with a performance rating of 3. The current position is also currently filled.

805 is a 35-year-old Female working",0.5463303923606873
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2,"Employee 806 is a 30-year-old Male working in the Research & Development department. They have 4 satisfaction with their work environment and 3 job satisfaction. They have 7 years of total working experience, 2 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $3833 with a performance rating of 4.6 out of 5. Other job characteristics include a salary of $46,000, or $",0.8365685343742371
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,1,807,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,Y,No,24,4,4,80,1,8,2,3,8,7,3,7,"Employee 807 is a 40-year-old Female working in the Research & Development department. They have 3 satisfaction with their work environment and 2 job satisfaction. They have 8 years of total working experience, 8 years of experience with the current company, and 7 years of experience in their current role. Their job level is 2 and their monthly income is $4244 with a performance rating of 4. Their pay is $7000 and they have an incentive to work hard to increase their earnings.",0.6537318825721741
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,808,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2,"Employee 808 is a 34-year-old Female working in the Sales department. They have 3 satisfaction with their work environment and 1 job satisfaction. They have 6 years of total working experience, 3 years of experience with the current company, and 2 years of experience in their current role. Their job level is 2 and their monthly income is $6500 with a performance rating of 3.5.

Their boss(s) are very good at their job. They ask you about your accomplishments",0.9981297850608826
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,809,2,Male,66,3,5,Manager,4,Divorced,18430,16225,1,Y,No,13,3,2,80,1,24,4,2,24,7,14,9,"Employee 809 is a 42-year-old Male working in the Research & Development department. They have 2 satisfaction with their work environment and 4 job satisfaction. They have 24 years of total working experience, 24 years of experience with the current company, and 7 years of experience in their current role. Their job level is 5 and their monthly income is $18430 with a performance rating of 3.1 out of 5 stars. Please check out Jobshare for full details. ""If you would",0.9486707448959351
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,811,3,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Y,Yes,21,4,3,80,2,1,2,3,0,0,0,0,"Employee 811 is a 23-year-old Male working in the Research & Development department. They have 3 satisfaction with their work environment and 1 job satisfaction. They have 1 years of total working experience, 0 years of experience with the current company, and 0 years of experience in their current role. Their job level is 1 and their monthly income is $1601 with a performance rating of 4.2 (average). They have 3 more years on their tenure so are working full time for $",0.8465328216552734
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0,"Employee 812 is a 24-year-old Male working in the Research & Development department. They have 3 satisfaction with their work environment and 2 job satisfaction. They have 1 years of total working experience, 1 years of experience with the current company, and 0 years of experience in their current role. Their job level is 1 and their monthly income is $2694 with a performance rating of 3.2. The study does not factor in any prior job experience because they do not qualify for either",0.9892483353614807
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,813,4,Female,82,3,2,Laboratory Technician,3,Married,3149,21821,8,Y,No,20,4,2,80,1,9,3,3,5,2,1,4,"Employee 813 is a 52-year-old Female working in the Research & Development department. They have 4 satisfaction with their work environment and 3 job satisfaction. They have 9 years of total working experience, 5 years of experience with the current company, and 2 years of experience in their current role. Their job level is 2 and their monthly income is $3149 with a performance rating of 4.33 with 2.5 years experience from EEA, 5 years experience from CEA. Their",0.5116773843765259
50,No,Travel_Rarely,691,Research & Development,2,3,Medical,1,815,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,3,"Employee 815 is a 50-year-old Male working in the Research & Development department. They have 3 satisfaction with their work environment and 3 job satisfaction. They have 30 years of total working experience, 4 years of experience with the current company, and 3 years of experience in their current role. Their job level is 4 and their monthly income is $17639 with a performance rating of 3.9. They also have a long term job. They have a bachelor's degree (with the",0.5768250226974487
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0,"Employee 816 is a 29-year-old Female working in the Research & Development department. They have 2 satisfaction with their work environment and 1 job satisfaction. They have 1 years of total working experience, 1 years of experience with the current company, and 0 years of experience in their current role. Their job level is 1 and their monthly income is $2319 with a performance rating of 3.4 out of 10.

The Workplace Management Experience (WMA)

These",0.655157208442688
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,1,817,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7,"Employee 817 is a 33-year-old Male working in the Research & Development department. They have 3 satisfaction with their work environment and 3 job satisfaction. They have 14 years of total working experience, 13 years of experience with the current company, and 9 years of experience in their current role. Their job level is 3 and their monthly income is $11691 with a performance rating of 3. Their overall job experience is 5 years (5 years in the first job) and 2 years (",0.5068193078041077
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,819,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2,"Employee 819 is a 33-year-old Female working in the Sales department. They have 1 satisfaction with their work environment and 1 job satisfaction. They have 6 years of total working experience, 3 years of experience with the current company, and 2 years of experience in their current role. Their job level is 2 and their monthly income is $5324 with a performance rating of 3.67. Their monthly income is $50.72 as of January 2016 for full time position.",0.7779067754745483
47,No,Travel_Rarely,202,Research & Development,2,2,Other,1,820,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0,"Employee 820 is a 47-year-old Female working in the Research & Development department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 26 years of total working experience, 26 years of experience with the current company, and 14 years of experience in their current role. Their job level is 4 and their monthly income is $16752 with a performance rating of 3.

821 is a 47-year-old Female working in the Research & Development department.",0.5130547881126404
36,No,Travel_Rarely,676,Research & Development,1,3,Other,1,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228,23361,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5,"Employee 823 is a 36-year-old Female working in the Research & Development department. They have 3 satisfaction with their work environment and 2 job satisfaction. They have 10 years of total working experience, 9 years of experience with the current company, and 7 years of experience in their current role. Their job level is 2 and their monthly income is $5228 with a performance rating of 3.5 out of 5 (out-of-5). They do not have any major obligations and",0.7658979892730713
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7,"Employee 824 is a 29-year-old Male working in the Research & Development department. They have 3 satisfaction with their work environment and 3 job satisfaction. They have 10 years of total working experience, 10 years of experience with the current company, and 7 years of experience in their current role. Their job level is 1 and their monthly income is $2700 with a performance rating of 4.9. They have a history of previous work experience. They have earned $10 an hour and",0.8743758201599121
58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,1,825,4,Male,31,3,5,Research Director,2,Single,19246,25761,7,Y,Yes,12,3,4,80,0,40,2,3,31,15,13,8,"Employee 825 is a 58-year-old Male working in the Research & Development department. They have 4 satisfaction with their work environment and 2 job satisfaction. They have 40 years of total working experience, 31 years of experience with the current company, and 15 years of experience in their current role. Their job level is 5 and their monthly income is $19246 with a performance rating of 3.8/10 from 12,744.

Paying your Employees $11k a",0.8514036536216736
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2,"Employee 826 is a 35-year-old Female working in the Research & Development department. They have 4 satisfaction with their work environment and 3 job satisfaction. They have 7 years of total working experience, 2 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $2506 with a performance rating of 3. This is a job offer on an EDA and not an employment interview. An EDA is",0.965344250202179
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2,"Employee 827 is a 42-year-old Female working in the Research & Development department. They have 4 satisfaction with their work environment and 4 job satisfaction. They have 8 years of total working experience, 4 years of experience with the current company, and 3 years of experience in their current role. Their job level is 2 and their monthly income is $6062 with a performance rating of 3. They are working in full-time employment or full-time equivalent.

Work Hours 12",0.6036747097969055
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,"Employee 828 is a 28-year-old Male working in the Research & Development department. They have 3 satisfaction with their work environment and 3 job satisfaction. They have 5 years of total working experience, 2 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $4382 with a performance rating of 3. The salary does not include any paid vacations and vacation pay, as well as the paid time off",0.9776825308799744
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4,"Employee 829 is a 36-year-old Male working in the Human Resources department. They have 3 satisfaction with their work environment and 2 job satisfaction. They have 8 years of total working experience, 5 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $2143 with a performance rating of 3. They are working full time now, but want to start and is looking for a new starting position.",0.7378637790679932
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,830,3,Female,98,2,2,Manufacturing Director,3,Married,6162,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8,"Employee 830 is a 32-year-old Female working in the Research & Development department. They have 3 satisfaction with their work environment and 3 job satisfaction. They have 14 years of total working experience, 14 years of experience with the current company, and 13 years of experience in their current role. Their job level is 2 and their monthly income is $6162 with a performance rating of 3.11. The job description is about their current business experience and experience. They have five months of",0.719184935092926
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,832,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0,"Employee 832 is a 40-year-old Male working in the Research & Development department. They have 1 satisfaction with their work environment and 3 job satisfaction. They have 10 years of total working experience, 1 years of experience with the current company, and 0 years of experience in their current role. Their job level is 2 and their monthly income is $5094 with a performance rating of 3.0 which is considered excellent. Their resume suggests that she is motivated by personal goals. They would",0.9974380731582642
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0,"Employee 833 is a 30-year-old Female working in the Research & Development department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 12 years of total working experience, 0 years of experience with the current company, and 0 years of experience in their current role. Their job level is 2 and their monthly income is $6877 with a performance rating of 4.

We do not track the quality of each job available in the position description.",0.9746935963630676
45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,834,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,"Employee 834 is a 45-year-old Female working in the Research & Development department. They have 2 satisfaction with their work environment and 3 job satisfaction. They have 1 years of total working experience, 1 years of experience with the current company, and 0 years of experience in their current role. Their job level is 1 and their monthly income is $2274 with a performance rating of 3.5%. They are currently employed at a salary of $4.22 and 2 year experience.",0.5427555441856384
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,836,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8,"Employee 836 is a 42-year-old Male working in the Research & Development department. They have 2 satisfaction with their work environment and 2 job satisfaction. They have 10 years of total working experience, 9 years of experience with the current company, and 8 years of experience in their current role. Their job level is 2 and their monthly income is $4434 with a performance rating of 3.5. Their job salary is $4900 per month while their full year bonus is $3",0.6155419945716858
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2,"Employee 837 is a 38-year-old Male working in the Research & Development department. They have 1 satisfaction with their work environment and 1 job satisfaction. They have 13 years of total working experience, 4 years of experience with the current company, and 3 years of experience in their current role. Their job level is 2 and their monthly income is $6288 with a performance rating of 3.1 on our C rating scale. Their work experience is on the plus side with their 2-",0.8014277815818787
34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3,"Employee 838 is a 34-year-old Female working in the Research & Development department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 6 years of total working experience, 5 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $2553 with a performance rating of 3.5 out of the 10. They earn the following and pay them in the following monthly amounts:",0.7107136249542236
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,3,Female,43,3,3,Sales Executive,4,Married,7654,5860,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7,"Employee 840 is a 49-year-old Female working in the Sales department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 9 years of total working experience, 9 years of experience with the current company, and 8 years of experience in their current role. Their job level is 3 and their monthly income is $7654 with a performance rating of 3.1. Their job satisfaction is not considered their full job at this time so don't expect them to get paid",0.8437537550926208
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,1,842,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3,"Employee 842 is a 55-year-old Male working in the Sales department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 12 years of total working experience, 9 years of experience with the current company, and 7 years of experience in their current role. Their job level is 2 and their monthly income is $5160 with a performance rating of 3.5.

The Employee is one of the 5 employees in the Sales department.

Employee",0.9249601364135742
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,843,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0,"Employee 843 is a 43-year-old Male working in the Research & Development department. They have 2 satisfaction with their work environment and 1 job satisfaction. They have 22 years of total working experience, 4 years of experience with the current company, and 1 years of experience in their current role. Their job level is 4 and their monthly income is $17159 with a performance rating of 4.4 out of 5.

Job: Scientist – PhD

Job description:",0.8065372705459595
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,3,Male,42,2,3,Research Director,4,Divorced,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8,"Employee 844 is a 27-year-old Male working in the Research & Development department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 9 years of total working experience, 9 years of experience with the current company, and 8 years of experience in their current role. Their job level is 3 and their monthly income is $12808 with a performance rating of 3.7.

Job Description [ edit ]

Easier, more pleasant to work",0.8601656556129456
35,No,Travel_Rarely,950,Research & Development,7,3,Other,1,845,3,Male,59,3,3,Manufacturing Director,3,Single,10221,18869,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6,"Employee 845 is a 35-year-old Male working in the Research & Development department. They have 3 satisfaction with their work environment and 3 job satisfaction. They have 17 years of total working experience, 8 years of experience with the current company, and 5 years of experience in their current role. Their job level is 3 and their monthly income is $10221 with a performance rating of 4.

9. Male

10. The average age of each adult working is 30 (",0.6893011927604675
28,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5,"Employee 846 is a 28-year-old Female working in the Sales department. They have 2 satisfaction with their work environment and 2 job satisfaction. They have 8 years of total working experience, 8 years of experience with the current company, and 7 years of experience in their current role. Their job level is 2 and their monthly income is $4779 with a performance rating of 4.85. They are well trained and highly sought after and have 7 years of combined experience in the Sales department",0.9962897300720215
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847,3,Male,88,3,1,Human Resources,4,Married,3737,2243,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2,"Employee 847 is a 34-year-old Male working in the Human Resources department. They have 3 satisfaction with their work environment and 4 job satisfaction. They have 4 years of total working experience, 3 years of experience with the current company, and 2 years of experience in their current role. Their job level is 1 and their monthly income is $3737 with a performance rating of 3.2. In previous years, the 4th place job was ""Human Resources Manager.""

Employ",0.516777515411377
